Code,Industry,Parent,Year,"Avg. monthly wage, MX$","Total wages, MX$",Employment,Firms,Revealed comparative advantage,Complexity,Distance
6211,Medical doctors offices,Education & Health Services,2014,,919525.5,3062.91015625,615,0.9015740752220154,-0.0102559644728899,0.6303589940071106
6212,Dental offices,Education & Health Services,2014,,71985.046875,643.6099853515625,274,0.5295359492301941,-0.0016390909440815449,0.6926976442337036
6213,Other health care offices,Education & Health Services,2014,,78070.0546875,454.4300231933594,65,1.2083858251571655,-0.0026528455782681704,0.5547890067100525
6214,Outpatient care centers,Education & Health Services,2014,,107126.640625,538.8200073242188,82,0.8747096657752991,-0.007360818330198526,0.5223912596702576
6215,Medical and diagnostic laboratories,Education & Health Services,2014,,222845.390625,1367.6800537109375,189,0.8308742642402649,-0.024178795516490936,0.6352706551551819
6216,Home nursing services,Education & Health Services,2014,,217.92999267578125,11.569999694824219,3,0.711639940738678,0.08503349125385284,0.6839028000831604
6219,"Ambulance services, organ banks and other medical treatment ancillary services",Education & Health Services,2014,,437750.5,1085.0899658203125,8,4.898918628692627,0.037175457924604416,0.5563325881958008
6221,General hospitals,Education & Health Services,2014,,417964.625,2145.830078125,168,0.4791592061519623,-0.005397007800638676,0.5044474601745605
6222,Psychiatric and addiction hospitals,Education & Health Services,2014,,0,0,0,0,0.15463300049304962,0.9444252252578735
6223,Other medical specialties hospitals,Education & Health Services,2014,,23010784,40640.5703125,55,1.0851881504058838,-0.013630427420139313,0.6596949100494385
6231,"Residential facilities with nursing care for convalescent, in rehabilitation, incurable and terminal patients",Education & Health Services,2014,,49287.79296875,161.65000915527344,5,2.8264591693878174,0.046889010816812515,0.5200589895248413
6232,"Residential care facilities for persons with mental retardation, mental disorder and addictions",Education & Health Services,2014,,0,0,0,0,0.03910146281123161,0.763702929019928
6233,Homes and other residential care facilities for the elderly,Education & Health Services,2014,,1073.2900390625,13.579999923706055,5,0.23255440592765808,0.05934034287929535,0.6001509428024292
6239,Orphanages and other social assistance residential care facilities,Education & Health Services,2014,,2304776.25,6931.25,193,0.80600905418396,-0.02049986459314823,0.699705183506012
6241,Guidance and social work services,Education & Health Services,2014,,36472.5390625,253.13999938964844,29,0.2335953563451767,0.010103427805006504,0.6833043098449707
