"hs4","color","product_id"
"9110","#949494",1182
"9111","#949494",1183
"9112","#949494",1184
"9113","#949494",1185
"9114","#949494",1186
"9201","#949494",1187
"9202","#949494",1188
"9203","#949494",1189
"9204","#949494",1190
"9205","#949494",1191
"9206","#949494",1192
"9207","#949494",1193
"9208","#949494",1194
"9209","#949494",1195
"9301","#949494",1196
"9302","#949494",1197
"9303","#949494",1198
"9304","#949494",1199
"9305","#949494",1200
"9306","#949494",1201
"9307","#949494",1202
"9401","#949494",1203
"9402","#949494",1204
"9403","#949494",1205
"9404","#949494",1206
"9405","#949494",1207
"9406","#949494",1208
"9501","#949494",1209
"9502","#949494",1210
"9503","#949494",1211
"9504","#949494",1212
"9505","#949494",1213
"9506","#949494",1214
"9507","#949494",1215
"9508","#949494",1216
"9601","#949494",1217
"9602","#949494",1218
"9603","#949494",1219
"9604","#949494",1220
"9605","#949494",1221
"9606","#949494",1222
"9607","#949494",1223
"9608","#949494",1224
"9609","#949494",1225
"9610","#949494",1226
"9611","#949494",1227
"9612","#949494",1228
"9613","#949494",1229
"9614","#949494",1230
"9615","#949494",1231
"9616","#949494",1232
"9617","#949494",1233
"9618","#949494",1234
"9701","#949494",1235
"9702","#949494",1236
"9703","#949494",1237
"9704","#949494",1238
"9705","#949494",1239
"9706","#949494",1240
"2527","#36001b",1241
